textID,text,selected_text,sentiment
56d742e6bc,Hates headaches! Maybe I`m not ready to rock,Hates,negative
65ffd159b2, Thanks for the support,Thanks for the support,positive
151bba80ca,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",lovely,positive
0ec5989a18,Nyappy mother`s day to your mom`s.,Nyappy mother`s day to your mom`s.,positive
c2fc42a9ff, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,traumatizing,negative
72cfb17265," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",fail),negative
cbbe4f2dd4,"_Libertine um, glad you enjoyed it...",glad,positive
4f6c17bae7, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative
fa1385e537, He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,. Tomorrow will be tough!,negative
b41f647910,I miss her alot and its only been one day,miss,negative
74e92f4188, sounds like you all had a great night . i`m glad it was successful,i`m glad,positive
4e6eb888c1, Thanks for sharing that,Thanks,positive
315d2392c9, you should say mlia instead of fml  i hope you find it soon,i hope,positive
1baeebaf86,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.","well,",positive
f383ad9856,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive
034f2e2104,i am living in ignorance  :@,i am living in ignorance,negative
6a9023f1af, AWWWW  we`re gonna miss you!,AWWWW  we`re gonna miss you!,negative
afca91dc92, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,its a relaxing place,positive
edde759bde,today was a lovely day! I had fun with  and  this evening!,lovely,positive
781d900e89, Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,. Sorry,negative
8aacb54f42,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",dammit,negative
6172153918, it was amazing,it was amazing,positive
8e26c8c6e8,I`m sick and sad .... missing out on Martini Lounge tonight,sick and sad ..,negative
8df4e78879,Really wishes he had some spare cash to buy the new Punch Out for Wii,Really wishes he had some spare cash to buy the new Punch Out for Wii,negative
9843ecd416,"Aw, not going to Toronto anymore.",not going,negative
33596d8109, So sorry to hear about your mom! that really sucks,So sorry,negative
cf0e868f70, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,I feel for you  I hope it`s a smooth flight. Be safe,positive
82215b50d4,Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,Can`t sleep..,negative
150ebb41ba,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,sad.,negative
1689a46690, sweet dreams,sweet dreams,positive
3b0e6c2c55,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,PAIN.,negative
d681f0dfbc, haha thanks  its for history and its on how the invention of television has influence america lol,haha thanks  its for history and its on how the invention of television has influence america lol,positive
2839a4d1d8,"Stupid jobs, idk what to do.",Stupid,negative
5b747a13f6,Shopped til i dropped....come bac sunshine i miss u,Shopped til i dropped....come bac sunshine i miss u,negative
b1fd9116e3," Like your pics, Lucky Girl, again",Like,positive
954ab76021,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,loved!,positive
5fbd854b80,i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,hard,negative
443d30a0ba,_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,negative
35e2ce08fc,And the Sun is shinning.........at last,Sun is shinning.........at last,positive
2b6017f8f5,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes","slowest train ever,",negative
03f9f6f798,"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",I don`t think I`ve ever been so tierd in my life.U,negative
7f0cdc1ac1,why doesnt he want me anymore,why doesnt he want me anymore,negative
c8ac0b9545,bad hair day,bad hair day,negative
bc879a25b0,.....headache,headache,negative
c3bdaf65c9,sorry guys i didn`t sign in for a while  sorry every1,sorry,negative
e573de5429,_a_michael Hey! thanks for another great day! I`m going to sleep now! I`ll chat with you tomorrow!  Sweet dreams!,thanks for another great day!,positive
4f9abe51eb," I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",huh?,negative
21c1915272," http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! Wish her a happy mother`s day!",awesome,positive
efa98d8489,happy mother`s day mothers.,happy,positive
e69a965399,Stupid bipolar weather ruined my day off,Stupid,negative
2f1cd44ea2, I didn`t want to tell you but I think it`s your body odour,I didn`t want to tell you but I think it`s your body odour,negative
a5fbb6fbe8, thats pretty bad quality and probably the worst pic u posted till date,bad,negative
a63858d0d8,I missed your calls,missed,negative
3e4b3ec6a6, Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,Unfortunately,negative
be6c6fa1b5,just came back from karaoke & eating dinner with emily. it was sooooo much fun,fun,positive
271c145699, Discrimination is not a bad thing. I`ve learned to say no. My children would say I mastered that years ago,Discrimination is not a bad thing.,positive
63a116ae1b," did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though","tease,",negative
167b97c32a,Just got back from working out. I`m feeling pretty good. work at 4:30,Just got back from working out. I`m feeling pretty good.,positive
d7a7afa0a2," So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!","So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",positive
2331d16c42,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,Thank the heavens.,positive
4efc7222ad,working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,bad,negative
925e61d3d8, I submitted my resume the same day and saw no answer back. Oh well...,no answer back.,negative
ff0112e0e7,I love when ryans a housewife. Makes me smile.,me smile.,positive
15f47296e2,Sooo.....I`m kinda o sick n tired of the bs that guys dish out  !!!!!!!!,I`m kinda o sick n tired,negative
eba1f29fb0, boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,boo.,negative
4e85f6e9b0,missed out on westcott micro apollo too,missed out,negative
e5b5debcdc, .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,.great.,positive
2a2fd0848d,"finally gone to the beach, yeaaaah!","finally gone to the beach, yeaaaah!",positive
98ef34a9f4,_ranjan Did I ever mention what a nice and awesome dude you are?,awesome,positive
be8ba96aca, Hello Gorgeous GIRL! Nice new pic!  HOw are you today,Gorgeous GIRL!,positive
e6eb0f8e54,Ok that **** duet was hysterical LOL,hysterical,positive
4ccb7ef67c," either way, you always tend to make my #followfriday list, sweetie - you do rock that much",you do rock that much,positive
331663d438,"watched 100th episode of numb3rs. loved how they did a throwback to the first episode, using the sprinkler theory",loved,positive
ae8fd767fc,I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,ugh! These **** tonsils.,negative
cc0bc2a05d,"_Ichigo She tried to carry on aswell, bless, I suppose maybe that`s why kids shouldn`t be in it?","bless,",positive
e553176c2a,"booziest weekend in a long time, good fun though!",good fun,positive
762b9211cf,Counting the hours of lost sunshine until the Weekend,lost,negative
241ece149d,"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",though that isn`t going so well.,negative
119bbd840c, Ok then have a good day,good,positive
80a24991b3,im back to this z-index problem...again,im back to this z-index problem...again,negative
0549e452ec,is anyone out there??  so bored at work...,so bored at work...,negative
ebeea1f86c,Am hating my life at the moment. There`s only so many NOs my delicate little mind can take,hating,negative
fcfa10681f,first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,sucks!!,negative
a88de8cc26,says Happy Mother`s Day to all Moms out there  http://plurk.com/p/stkr2,Happy Mother`s Day,positive
bfa9cdee68,sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.,sorry,negative
ea25722a23,_michele thanks for that...am now following them...love good causes,love good causes,positive
f3a5b39195, Not available in my area  I would too,Not available in my area,negative
1b9afa81bf,Waiting for 5:00 & having cramps,cramps,negative
3fd7a35f32,philosophy final today! thank you  it`s 3 days now!!!!,thank you,positive
a834cef9c6,1st presentation for senior boards? FML,FML,negative
e6801164bc," lol i know but it was just so funny, ahaha","funny,",positive
687ee0bd2d,Wide awake and grouchy as ****.,grouchy,negative
e20b9a322f,"just when i thought things couldn`t get any worse. it just did. and it will get even worse tonight, i bet.  my life is a misery.",worse.,negative
84747e4e05," lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",would help me study for the aptitude tests,positive
407f226cdb,_kap But I think it`s cute.  Do this every night okay?,cute.,positive
7ce085e1ef,Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!,Loved,positive
153027be1c, wheres the music mannnn!!?? my inbox is still empty,my inbox is still empty,negative
dd9b922aad,What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I`m such a rebel!,I`m such a rebel!,negative
3f54e1d2cb," ...i`m sorry about you are still sick  u know most of them, AND i know that u will guess the 'pelzer present' ;-)",.i`m sorry,negative
4cd893fb53, nice one !,nice,positive
1f3cab50fc,Gotta get creative with these mothers day gifts. I`m gonna win them over with my love!!,love!!,positive
4f0ab06d15," aah. well, have a few friends over there. Just wondering if all`s great and weather`s been good...",good.,positive
a2623622cc,I lost my artistic abilities,lost,negative
2209fb4785,  That was stone cold   Crazy....  ?,That was stone cold   Crazy.,negative
89ff9a9119,_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,they were so pretty,positive
b36197ce92,Crisis: forgot my fringe comb  I`m with men....no one will help me,.no one will help me,negative
33889dffc9, Already got my ticket; thanks for making sure though!,thanks,positive
9cba8bf464,Thanks to all my new followers!,Thanks,positive
04510889b6,"_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana",oh sorry! not getting all my replies  nothing against you.,negative
f44f3ff9a8,"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!","Pray for my Uncle,",positive
